,airline_sentiment,text
2464,negative,@united Tell me that you're at least going to cover a room and get me out of here.
4163,negative,"@united Arriving 25 minutes early is nice, but not if equipment isn't ready. Waiting 30 minutes for luggage, so far. Time gains wiped out."
1237,positive,"@USAirways Thanks. No DC yet, I see. I will keep that link and check back. Appreciate it!"
1085,positive,@JetBlue ok. I'll book JB to JFK then book to ATH. Thank you.
2736,negative,@USAirways i have been tryng to rsrv a flight over the phone over the past 4 days and keep getting an automated message to call back?!?!?!
5662,neutral,@SouthwestAir and Carol Thrower are passengers. Fort Lauderdale airport.
1252,positive,"@VirginAmerica first time flying Virgin, went to #SanFrancisco .Thanks for the smooth ride. Easily my new fav airline!"
5907,neutral,@AmericanAir Connection is US2065
130,positive,@SouthwestAir rocks! Open letter to flight attendant. http://t.co/zFrOINPSzI  &lt; my child was inspired.  Thank you.
7065,neutral,"@united can I get on a stand by list from ASE to ORD? I'm the only poor person in Aspen, that's why I'm asking for standby on twitter."
1706,positive,@JetBlue  hahah 😂👌👌👌 love flying jet blue tho!! http://t.co/7VeE44MACM
7031,neutral,@SouthwestAir I am following you now. I don't think I can DM until you follow me.
328,positive,@JetBlue good morning sunshine! #TailfinThursday http://t.co/Nc0ES6e4Lf
2528,negative,"@USAirways I sympathize re:weather issues, but when times get tough, call in more folks. Over two hours on hold for 4-minute fix. #FAIL"
6076,neutral,"Sorry, @united. I accidentally popuLate Flightd with you instead of @USAirways. Can't wait 'til ""U"" are the only ""U"" in the sky. #NewAmericanStinks"
6252,neutral,@JetBlue any concern about Cancelled Flightled flights due to the cold weather in NJ Saturday am? Do you Cancelled Flight at 0 degrees?
2886,negative,"Stop the madness ""@JetBlue: Our fleet's on fleek. http://t.co/Q5a7jtkI5K”"
3032,negative,@united while busy on his cell phone ???
4906,neutral,@JetBlue how can we get help with a hotel we booked with you and are having issues with.
6503,neutral,“@JetBlue: Our fleet's on fleek. http://t.co/uKM4e99Dz0” lmaoooo 😂😂😂😂
3357,negative,@AmericanAir Rebooked for tomorrow morning. Never been here - not sure what I can see before tomorrow morning!
5875,neutral,@AmericanAir are you anticipating weather-reLate Flightd Cancelled Flightations for afternoon departures out of AUS today?
6785,neutral,"@SouthwestAir Hi! Thanks! Do you have an exact link to that specific page on your site you can share - or is it under ""Flight Status"":? Thx!"
5806,neutral,"“@JetBlue: Our fleet's on fleek. http://t.co/g97HAbyeP5”

SMH"
6052,neutral,@JetBlue's new CEO seeks the right balance to please passengers and Wall ... - Daily Journal http://t.co/bTb4awQtln
6012,neutral,@AmericanAir @dfwairport got rebooked through the AA online app.
4307,negative,@SouthwestAir my friends from Boston stuck in Denver. Her name Jane. @RnCahill  Please contact her.
2319,positive,"@JetBlue Btw, thanks for responding quickly!!"
1203,positive,@SouthwestAir The Fact That U See Black History Month 12 Months A Year Is Honorable! We WILL BE An Economic Base For Corp. Like U In Future!
3150,negative,@united missing a day of vacation to see my husband because of this delay but stuff happens and I get that. Just wish it was handled better
5541,neutral,@USAirways flight #3900 fro ORF to PHL.
2916,negative,@united having to pay for a hotel room in Cleveland because of last minute Cancelled Flightled connecting flight. Booked through united..Unimpressed!
6902,neutral,@AmericanAir Hi guys checking in US/AA 639 JFK PHX and renewed Admirals Club today.
4840,neutral,@SouthwestAir trying to fly out of Nashville tomorrow. How is it looking?
2029,positive,@united nice and early back home! http://t.co/geG4nghmIE
3022,negative,"@AmericanAir @JimDayTV no, you couldn't care less. That's why their customer service is run by bots"
2941,negative,@JetBlue I'm on flt 700 lax to FLL both ppl are sleeping so Id rather not disturb in flight. Tried to dl movie no go http://t.co/Nh2i9ZlzMk
3454,negative,@JetBlue thanks for the response. Just been waiting for 5 hours and really frustrated. Seems like no one at JetBlue is concerned.
1286,positive,@JetBlue #kudos! And we're done and heading to warmer weather!
2582,negative,@SouthwestAir #delayed again! You're killing me Late Flightly!
6081,neutral,@JetBlue Think about it...boarding to a chill untz untz untz....like this http://t.co/lj2lARivE0...
474,positive,@VirginAmerica Thanks! Good times there and back! #Vodkatonics the entire flight🍸#sfo
2681,negative,@JetBlue what is the reason for the delay
3569,negative,@AmericanAir employees are racist!!!!!
2043,positive,@AmericanAir got back eventually! Was a rollercoaster. Once I got to the airport &amp; got to speak to someone things got fixed very quick.
6017,neutral,@USAirways any idea when flight 703 to Miami will leave for a second time?
5646,neutral,@JetBlue any idea when November-December 2015 travel opens up?
3294,negative,@SouthwestAir @TaylorLumsden Taylor.  U gotta love SWA responsiveness at the@very least huh?
4499,negative,"@AmericanAir would you like any additional details of my issue? Airport, flight, agent name? Or are you happy w/ this automated lip service?"
638,positive,@SouthwestAir No worries at all!!! I would rather be safe on the ground than take any chances. Yes! Tomorrow AM if BNA reopens ☺️
4634,negative,"@AmericanAir has Cancelled Flighted their last 3 flight into SHV tonight &amp; all flights for tomorrow, Feb. 23, out of SHV and multiple flight into SHV."
5554,neutral,"@SouthwestAir quick question - i bought wifi for my phone, do I have to buy it again on my tablet? I have 9 hours left on my trip"
285,positive,"@AmericanAir I'm flying with your competitor today, starts with an U and ends with D. I will never make that mistake again. #americanforlife"
6642,neutral,"@SouthwestAir 
How do I get a companion pass??? Thanks,  Lin S"
2088,positive,@USAirways HA!  You're fun.
4865,neutral,RT “@JetBlue: Our fleet's on fleek. http://t.co/FRAqDPKyga” @hellobrittNEY_
3885,negative,@USAirways You guys are screwing up my trip. Thanks for nothing. #lazy
6353,neutral,@united I am following - you need to follow me for DM?
5514,neutral,@JetBlue well mine sure aren't anything to write home about!
1463,positive,"@SouthwestAir thank you for integrating with Passbook on iOS, it all works so much better now!!!"
416,positive,@SouthwestAir All good... beers and #oscars2015 ar #DIA
175,positive,@VirginAmerica you will match my #AmericanAirlines status? Cool!
2933,negative,@SouthwestAir Almost 2 hours on hold now. I just need to Cancelled Flight a flight and get a refund. Other airlines are operating!
6015,neutral,"@JetBlue quick question, to pay for a second bag, do I have to do it online or can I do it at the airport?"
6494,neutral,@united followed &amp; DM'd.
1552,positive,@SouthwestAir Black History Commercial is really sweet. Well done.
4165,negative,"@AmericanAir My flights tomorrow were Cancelled Flighted, can't do anything online, and can't get through on phone. Help?"
143,positive,@USAirways Yes thank you. Appreciate u checking...
6957,neutral,@JetBlue Is that a guarantee? We'll see about that tomorrow morning when I have to fight for a seat.
6965,neutral,@united in fact he received my boarding pass
3170,negative,@united I have received one previously on the 11th having checked. Odd as you said there was no complaint associated with my e-mail?
4228,negative,@USAirways @AmericanAir Your staff members are looking at me like I have two heads. Check your own websites!!! http://t.co/8Hh0c63TIe
4558,negative,@united is 4:30am and I am in the customer service line trying not to scream. #epicfailunited
67,positive,@SouthwestAir @coachGS what's even better is the price changed in the 2 minutes since I talked to the lady and they still honored the cheap1
5123,neutral,@SouthwestAir If you read my tweet it is a gap in process for folks that take multiple flights in one day.
2286,positive,"@SouthwestAir @matthewebel And this is why I love flying Southwest. Excellent service, and you don't take yourselves too seriously!"
3405,negative,@AmericanAir but they refused to unload our luggage so we're stuck in below freezing weather w/o our cold weather clothes.
3104,negative,"@united when I read it say ' in some cases' can you please define this for me, when for example would it not be the case?"
4988,neutral,@AmericanAir how we looking? We going to be able to get out on time? #flight353
5435,neutral,@SouthwestAir Not possible to carry-on and put in a closet/overhead? Had success doing that with other airlines. Thanks
7051,neutral,@united refund?
4559,negative,@USAirways No thank you. @AmericanAir was responsive &amp; I found alternate travel home.
4162,negative,. @USAirways It's been Cancelled Flighted. Your SM response is slow.
2519,negative,@SouthwestAir Didn't see travel had to be compete for unused funds by expiration date hidden in the fine print. Never saw that before.
1175,positive,@SouthwestAir FINALLY!  A Passbook option for the SWA App. Thank you!!!!!
2716,negative,"@united not the case. Now delayed due to ""mechanical issues with no update on departure time"". Just Cancelled Flight the goddamn flight so I go delta"
1747,positive,@JetBlue thank you :-)
4443,negative,@USAirways I made a reservation online but I didn't receive any confirmation email. My bank said the transaction went through. Can u help?
5292,neutral,"@AmericanAir I will and I will share with many, many others. #filmcrew #media @WSJ @nytimes @latimes @chicagotribune"
4326,negative,@JetBlue full the six of us had to leave flight. And now have to wait a whole day to get a flight and my kids will miss school.
679,positive,@united Thank you! You need to follow back tho otherwise I can't DM you. X
3001,negative,@united 2nd Late Flight flight today
3151,negative,@SouthwestAir @jparkermastin  customer service has been very passive in their response. Disappointed. I have only flown SW but am rethinking
4277,negative,@AmericanAir has no customer service via phone or in person. Just a stone wall with a giant middle finger painted on it.
3929,negative,"@united Waiting for 3494 EWR-ORD, delayed 47 mins. Might miss 5491 ORD-YWG at 6pm CT. Any room on 5644 ORD-YWG in case I miss connex?"
5382,neutral,@JetBlue that's what we've been told however how would this work if you're going overseas? Bottom line is passengers feel as if there's (1)
7004,neutral,@AmericanAir we're all being told by emergency services to stay home for the next 24-48 hours.
2583,negative,@SouthwestAir The problem is apologies don't help. Results matter and it's proving impossible to find anyone who is interested in that.
4418,negative,@JetBlue the gate agent said our original plane got de-icing fluid in the engine that created a short so they took the plane out of service
